788907457284182000,"piccolomochi","Thu Oct 20 00:59:29 +0000 2016","…じゃなくて！"
788907587299381200,"Sandry_00","Thu Oct 20 01:00:00 +0000 2016","Las 4 putas horas al lado de esto se queda en chiste 😂😂😂😂"
788907646019637200,"Pablo1_Music","Thu Oct 20 01:00:14 +0000 2016","Intentalo es como besar una palanqueta jajajaja."
788907704718880800,"cashira2554","Thu Oct 20 01:00:28 +0000 2016","RT @Honey17011: Trump is unfit. And so is the Party that nominated him. #ImWithHer #RejectedHillarySlogans #debate #debatenight… "
788907717301645300,"abbybnelson3","Thu Oct 20 01:00:31 +0000 2016","RT @haley_stone412: ""You have no rival. You have no equal. Now and forever God you reign."" 

@hillsongworship"
788907750852091900,"lucascundeco","Thu Oct 20 01:00:39 +0000 2016","Vai pae"
788907771831935000,"BBQEATS34073968","Thu Oct 20 01:00:44 +0000 2016","Charlie Brown the Great Pumpkin is on right now #debatenight"
788907788617470000,"follow100sougo","Thu Oct 20 01:00:48 +0000 2016","相互フォロー支援アカウントです！"
788907797022855200,"HeyZhar27","Thu Oct 20 01:00:50 +0000 2016","🕊🕊🕊"
788907830568812500,"masakazu__bot","Thu Oct 20 01:00:58 +0000 2016","じゃー最後ひとこと言うか"
788907868330266600,"gabysaa13","Thu Oct 20 01:01:07 +0000 2016","Auxiliooiooooo"
788907918632640500,"kafetters","Thu Oct 20 01:01:19 +0000 2016","Ever wonder why guys can put away all the food without gaining weight? Here's how to deal. https://t.co/svx1AHd2kj @WomensHealthMag"
788907960583856100,"ljpbws_","Thu Oct 20 01:01:29 +0000 2016","RT @zpqyk_u: ココまじ神！

寂しい週末を送りたくない奴は絶対に、絶っ対に見とけwww

これ→ https://t.co/oXLNuRsdhK

家にいて女の子と出会うチャンスなんてある！？ https://t.co/UlRgDdmNeo"
788907960604864500,"xAliyahTatyanax","Thu Oct 20 01:01:29 +0000 2016","RT @brinumbanine: LMAOOO I aint have one either !!!!! I was just circling shit at that point I gave tf up https://t.co/Sxerd6AOrR"
788907973175308300,"miguelangelrpz","Thu Oct 20 01:01:32 +0000 2016","ERA SAFE!! #MLBxFOX #MLBPlayoffs"
788907985732984800,"hesty_nr","Thu Oct 20 01:01:35 +0000 2016","@netmediatama ga semangat min.. masih ada aja errornya 😕"
788907994138366000,"RacheleReanne","Thu Oct 20 01:01:37 +0000 2016","RT @PawRescues: happiest/cutest puppy ever 😍 https://t.co/5HYJpOS2UJ"
788908052858675200,"NomadCram","Thu Oct 20 01:01:51 +0000 2016","@chile_pepper thanks for the tip. If it's based on when he thinks he's good no wonder it's all the time!"
788908082218885100,"ata770","Thu Oct 20 01:01:58 +0000 2016","@32c9c93b0e314a8 😅"
